date,sku_name,sales,selling_price
2025-03-30,APPLE-IPHONE-CASE,34,28.0
2025-03-31,APPLE-IPHONE-CASE,62,22.4
2025-04-01,APPLE-IPHONE-CASE,84,22.4
2025-04-02,APPLE-IPHONE-CASE,73,28.0
2025-04-03,APPLE-IPHONE-CASE,63,28.0
2025-04-04,APPLE-IPHONE-CASE,57,28.0
2025-04-05,APPLE-IPHONE-CASE,39,28.0
2025-04-06,APPLE-IPHONE-CASE,39,28.0
2025-04-07,APPLE-IPHONE-CASE,50,28.0
2025-04-08,APPLE-IPHONE-CASE,69,28.0
2025-04-09,APPLE-IPHONE-CASE,75,28.0
2025-04-10,APPLE-IPHONE-CASE,99,22.4
2025-04-11,APPLE-IPHONE-CASE,60,28.0
2025-04-12,APPLE-IPHONE-CASE,46,22.4
2025-04-13,APPLE-IPHONE-CASE,32,28.0
2025-04-14,APPLE-IPHONE-CASE,50,28.0
2025-04-15,APPLE-IPHONE-CASE,49,28.0
2025-04-16,APPLE-IPHONE-CASE,70,28.0
2025-04-17,APPLE-IPHONE-CASE,67,28.0
2025-04-18,APPLE-IPHONE-CASE,45,28.0
2025-04-19,APPLE-IPHONE-CASE,35,28.0
2025-04-20,APPLE-IPHONE-CASE,39,28.0
2025-04-21,APPLE-IPHONE-CASE,48,28.0
2025-04-22,APPLE-IPHONE-CASE,57,28.0
2025-04-23,APPLE-IPHONE-CASE,65,28.0
2025-04-24,APPLE-IPHONE-CASE,62,28.0
2025-04-25,APPLE-IPHONE-CASE,77,22.4
2025-04-26,APPLE-IPHONE-CASE,34,28.0
2025-04-27,APPLE-IPHONE-CASE,36,28.0
2025-04-28,APPLE-IPHONE-CASE,39,28.0
2025-04-29,APPLE-IPHONE-CASE,65,28.0
2025-04-30,APPLE-IPHONE-CASE,71,28.0
2025-05-01,APPLE-IPHONE-CASE,74,28.0
2025-05-02,APPLE-IPHONE-CASE,42,28.0
2025-05-03,APPLE-IPHONE-CASE,31,28.0
2025-05-04,APPLE-IPHONE-CASE,34,28.0
2025-05-05,APPLE-IPHONE-CASE,53,28.0
2025-05-06,APPLE-IPHONE-CASE,55,28.0
2025-05-07,APPLE-IPHONE-CASE,77,28.0
2025-05-08,APPLE-IPHONE-CASE,68,28.0
2025-05-09,APPLE-IPHONE-CASE,54,28.0
2025-05-10,APPLE-IPHONE-CASE,43,28.0
2025-05-11,APPLE-IPHONE-CASE,32,28.0
2025-05-12,APPLE-IPHONE-CASE,43,28.0
2025-05-13,APPLE-IPHONE-CASE,55,28.0
2025-05-14,APPLE-IPHONE-CASE,71,28.0
2025-05-15,APPLE-IPHONE-CASE,78,28.0
2025-05-16,APPLE-IPHONE-CASE,52,28.0
2025-05-17,APPLE-IPHONE-CASE,42,28.0
2025-05-18,APPLE-IPHONE-CASE,38,28.0
2025-05-19,APPLE-IPHONE-CASE,47,28.0
2025-05-20,APPLE-IPHONE-CASE,60,28.0
2025-05-21,APPLE-IPHONE-CASE,78,28.0
2025-05-22,APPLE-IPHONE-CASE,68,28.0
2025-05-23,APPLE-IPHONE-CASE,51,28.0
2025-05-24,APPLE-IPHONE-CASE,32,28.0
2025-05-25,APPLE-IPHONE-CASE,41,28.0
2025-05-26,APPLE-IPHONE-CASE,50,28.0
2025-05-27,APPLE-IPHONE-CASE,63,28.0
2025-05-28,APPLE-IPHONE-CASE,71,28.0
2025-05-29,APPLE-IPHONE-CASE,77,28.0
2025-05-30,APPLE-IPHONE-CASE,54,28.0
2025-05-31,APPLE-IPHONE-CASE,38,28.0
2025-06-01,APPLE-IPHONE-CASE,40,28.0
2025-06-02,APPLE-IPHONE-CASE,45,28.0
2025-06-03,APPLE-IPHONE-CASE,62,28.0
2025-06-04,APPLE-IPHONE-CASE,70,28.0
2025-06-05,APPLE-IPHONE-CASE,67,28.0
2025-06-06,APPLE-IPHONE-CASE,46,28.0
2025-06-07,APPLE-IPHONE-CASE,37,28.0
2025-06-08,APPLE-IPHONE-CASE,34,28.0
2025-06-09,APPLE-IPHONE-CASE,41,28.0
2025-06-10,APPLE-IPHONE-CASE,61,28.0
2025-06-11,APPLE-IPHONE-CASE,74,28.0
2025-06-12,APPLE-IPHONE-CASE,63,28.0
2025-06-13,APPLE-IPHONE-CASE,65,28.0
2025-06-14,APPLE-IPHONE-CASE,40,28.0
2025-06-15,APPLE-IPHONE-CASE,39,28.0
2025-06-16,APPLE-IPHONE-CASE,42,28.0
2025-06-17,APPLE-IPHONE-CASE,58,28.0
2025-06-18,APPLE-IPHONE-CASE,113,22.4
2025-06-19,APPLE-IPHONE-CASE,72,28.0
2025-06-20,APPLE-IPHONE-CASE,54,28.0
2025-06-21,APPLE-IPHONE-CASE,35,28.0
2025-06-22,APPLE-IPHONE-CASE,44,28.0
2025-06-23,APPLE-IPHONE-CASE,43,28.0
2025-06-24,APPLE-IPHONE-CASE,61,28.0
2025-06-25,APPLE-IPHONE-CASE,72,28.0
2025-06-26,APPLE-IPHONE-CASE,71,28.0
2025-06-27,APPLE-IPHONE-CASE,55,28.0
2025-06-28,APPLE-IPHONE-CASE,41,28.0
2025-06-29,APPLE-IPHONE-CASE,46,28.0
2025-01-01,NIKE-SOCKS-3PK,19,12.0
2025-01-02,NIKE-SOCKS-3PK,29,12.0
2025-01-03,NIKE-SOCKS-3PK,22,12.0
2025-01-04,NIKE-SOCKS-3PK,25,12.0
2025-01-05,NIKE-SOCKS-3PK,33,12.0
2025-01-06,NIKE-SOCKS-3PK,20,12.0
2025-01-07,NIKE-SOCKS-3PK,21,12.0
2025-01-08,NIKE-SOCKS-3PK,20,12.0
2025-01-09,NIKE-SOCKS-3PK,22,12.0
2025-01-10,NIKE-SOCKS-3PK,32,12.0
2025-01-11,NIKE-SOCKS-3PK,26,12.0
2025-01-12,NIKE-SOCKS-3PK,24,12.0
2025-01-13,NIKE-SOCKS-3PK,21,12.0
2025-01-14,NIKE-SOCKS-3PK,17,12.0
2025-01-15,NIKE-SOCKS-3PK,23,12.0
2025-01-16,NIKE-SOCKS-3PK,30,12.0
2025-01-17,NIKE-SOCKS-3PK,25,12.0
2025-01-18,NIKE-SOCKS-3PK,29,12.0
2025-01-19,NIKE-SOCKS-3PK,28,12.0
2025-01-20,NIKE-SOCKS-3PK,18,12.0
2025-01-21,NIKE-SOCKS-3PK,24,12.0
2025-01-22,NIKE-SOCKS-3PK,17,12.0
2025-01-23,NIKE-SOCKS-3PK,29,12.0
2025-01-24,NIKE-SOCKS-3PK,27,12.0
2025-01-25,NIKE-SOCKS-3PK,23,12.0
2025-01-26,NIKE-SOCKS-3PK,24,12.0
2025-01-27,NIKE-SOCKS-3PK,20,12.0
2025-01-28,NIKE-SOCKS-3PK,16,12.0
2025-01-29,NIKE-SOCKS-3PK,27,12.0
2025-01-30,NIKE-SOCKS-3PK,30,12.0
2025-01-31,NIKE-SOCKS-3PK,24,12.0
2025-02-01,NIKE-SOCKS-3PK,36,9.6
2025-02-02,NIKE-SOCKS-3PK,23,12.0
2025-02-03,NIKE-SOCKS-3PK,21,12.0
2025-02-04,NIKE-SOCKS-3PK,17,12.0
2025-02-05,NIKE-SOCKS-3PK,26,12.0
2025-02-06,NIKE-SOCKS-3PK,26,12.0
2025-02-07,NIKE-SOCKS-3PK,24,12.0
2025-02-08,NIKE-SOCKS-3PK,25,12.0
2025-02-09,NIKE-SOCKS-3PK,22,12.0
2025-02-10,NIKE-SOCKS-3PK,21,12.0
2025-02-11,NIKE-SOCKS-3PK,23,12.0
2025-02-12,NIKE-SOCKS-3PK,25,12.0
2025-02-13,NIKE-SOCKS-3PK,22,12.0
2025-02-14,NIKE-SOCKS-3PK,28,12.0
2025-02-15,NIKE-SOCKS-3PK,24,12.0
2025-02-16,NIKE-SOCKS-3PK,19,12.0
2025-02-17,NIKE-SOCKS-3PK,18,12.0
2025-02-18,NIKE-SOCKS-3PK,21,12.0
2025-02-19,NIKE-SOCKS-3PK,18,12.0
2025-02-20,NIKE-SOCKS-3PK,24,12.0
2025-02-21,NIKE-SOCKS-3PK,29,12.0
2025-02-22,NIKE-SOCKS-3PK,25,12.0
2025-02-23,NIKE-SOCKS-3PK,22,12.0
2025-02-24,NIKE-SOCKS-3PK,19,12.0
2025-02-25,NIKE-SOCKS-3PK,16,12.0
2025-02-26,NIKE-SOCKS-3PK,22,12.0
2025-02-27,NIKE-SOCKS-3PK,26,12.0
2025-02-28,NIKE-SOCKS-3PK,28,12.0
2025-03-01,NIKE-SOCKS-3PK,23,12.0
2025-03-02,NIKE-SOCKS-3PK,21,12.0
2025-03-03,NIKE-SOCKS-3PK,24,12.0
2025-03-04,NIKE-SOCKS-3PK,18,12.0
2025-03-05,NIKE-SOCKS-3PK,22,12.0
2025-03-06,NIKE-SOCKS-3PK,16,12.0
2025-03-07,NIKE-SOCKS-3PK,24,12.0
2025-03-08,NIKE-SOCKS-3PK,23,12.0
2025-03-09,NIKE-SOCKS-3PK,19,12.0
2025-03-10,NIKE-SOCKS-3PK,26,12.0
2025-03-11,NIKE-SOCKS-3PK,20,12.0
2025-03-12,NIKE-SOCKS-3PK,17,12.0
2025-03-13,NIKE-SOCKS-3PK,26,12.0
2025-03-14,NIKE-SOCKS-3PK,27,12.0
2025-03-15,NIKE-SOCKS-3PK,27,12.0
2025-03-16,NIKE-SOCKS-3PK,29,12.0
2025-03-17,NIKE-SOCKS-3PK,21,12.0
2025-03-18,NIKE-SOCKS-3PK,21,12.0
2025-03-19,NIKE-SOCKS-3PK,21,12.0
2025-03-20,NIKE-SOCKS-3PK,22,12.0
2025-03-21,NIKE-SOCKS-3PK,27,12.0
2025-03-22,NIKE-SOCKS-3PK,26,12.0
2025-03-23,NIKE-SOCKS-3PK,21,12.0
2025-03-24,NIKE-SOCKS-3PK,20,12.0
2025-03-25,NIKE-SOCKS-3PK,21,12.0
2025-03-26,NIKE-SOCKS-3PK,23,12.0
2025-03-27,NIKE-SOCKS-3PK,24,12.0
2025-03-28,NIKE-SOCKS-3PK,20,12.0
2025-03-29,NIKE-SOCKS-3PK,28,12.0
2025-03-30,NIKE-SOCKS-3PK,23,12.0
2025-03-31,NIKE-SOCKS-3PK,19,12.0
2025-04-01,NIKE-SOCKS-3PK,28,9.6
2025-04-02,NIKE-SOCKS-3PK,19,12.0
2025-04-03,NIKE-SOCKS-3PK,37,9.6
2025-04-04,NIKE-SOCKS-3PK,26,12.0
2025-04-05,NIKE-SOCKS-3PK,21,12.0
2025-04-06,NIKE-SOCKS-3PK,25,12.0
2025-04-07,NIKE-SOCKS-3PK,23,12.0
2025-04-08,NIKE-SOCKS-3PK,20,12.0
2025-04-09,NIKE-SOCKS-3PK,25,12.0
2025-04-10,NIKE-SOCKS-3PK,21,12.0
2025-04-11,NIKE-SOCKS-3PK,32,12.0
2025-04-12,NIKE-SOCKS-3PK,28,12.0
2025-04-13,NIKE-SOCKS-3PK,28,12.0
2025-04-14,NIKE-SOCKS-3PK,21,9.6
2025-04-15,NIKE-SOCKS-3PK,16,12.0
2025-04-16,NIKE-SOCKS-3PK,21,12.0
2025-04-17,NIKE-SOCKS-3PK,25,12.0
2025-04-18,NIKE-SOCKS-3PK,34,12.0
2025-04-19,NIKE-SOCKS-3PK,27,12.0
2025-04-20,NIKE-SOCKS-3PK,29,9.6
2025-04-21,NIKE-SOCKS-3PK,23,12.0
2025-04-22,NIKE-SOCKS-3PK,22,12.0
2025-04-23,NIKE-SOCKS-3PK,21,12.0
2025-04-24,NIKE-SOCKS-3PK,29,12.0
2025-04-25,NIKE-SOCKS-3PK,32,12.0
2025-04-26,NIKE-SOCKS-3PK,26,12.0
2025-04-27,NIKE-SOCKS-3PK,21,12.0
2025-04-28,NIKE-SOCKS-3PK,24,12.0
2025-04-29,NIKE-SOCKS-3PK,31,9.6
2025-04-30,NIKE-SOCKS-3PK,22,12.0
2025-05-01,NIKE-SOCKS-3PK,23,12.0
2025-05-02,NIKE-SOCKS-3PK,26,12.0
2025-05-03,NIKE-SOCKS-3PK,28,12.0
2025-05-04,NIKE-SOCKS-3PK,24,12.0
2025-05-05,NIKE-SOCKS-3PK,13,12.0
2025-05-06,NIKE-SOCKS-3PK,23,12.0
2025-05-07,NIKE-SOCKS-3PK,29,12.0
2025-05-08,NIKE-SOCKS-3PK,27,12.0
2025-05-09,NIKE-SOCKS-3PK,30,12.0
2025-05-10,NIKE-SOCKS-3PK,27,12.0
2025-05-11,NIKE-SOCKS-3PK,31,12.0
2025-05-12,NIKE-SOCKS-3PK,22,12.0
2025-05-13,NIKE-SOCKS-3PK,26,12.0
2025-05-14,NIKE-SOCKS-3PK,28,12.0
2025-05-15,NIKE-SOCKS-3PK,25,12.0
2025-05-16,NIKE-SOCKS-3PK,42,9.6
2025-05-17,NIKE-SOCKS-3PK,21,12.0
2025-05-18,NIKE-SOCKS-3PK,25,12.0
2025-05-19,NIKE-SOCKS-3PK,17,12.0
2025-05-20,NIKE-SOCKS-3PK,23,12.0
2025-05-21,NIKE-SOCKS-3PK,21,12.0
2025-05-22,NIKE-SOCKS-3PK,25,12.0
2025-05-23,NIKE-SOCKS-3PK,24,12.0
2025-05-24,NIKE-SOCKS-3PK,28,12.0
2025-05-25,NIKE-SOCKS-3PK,27,12.0
2025-05-26,NIKE-SOCKS-3PK,19,12.0
2025-05-27,NIKE-SOCKS-3PK,20,12.0
2025-05-28,NIKE-SOCKS-3PK,24,12.0
2025-05-29,NIKE-SOCKS-3PK,24,12.0
2025-05-30,NIKE-SOCKS-3PK,32,12.0
2025-05-31,NIKE-SOCKS-3PK,34,12.0
2025-06-01,NIKE-SOCKS-3PK,35,9.6
2025-06-02,NIKE-SOCKS-3PK,21,12.0
2025-06-03,NIKE-SOCKS-3PK,22,12.0
2025-06-04,NIKE-SOCKS-3PK,20,12.0
2025-06-05,NIKE-SOCKS-3PK,21,12.0
2025-06-06,NIKE-SOCKS-3PK,25,12.0
2025-06-07,NIKE-SOCKS-3PK,27,12.0
2025-06-08,NIKE-SOCKS-3PK,23,12.0
2025-06-09,NIKE-SOCKS-3PK,19,12.0
2025-06-10,NIKE-SOCKS-3PK,18,12.0
2025-06-11,NIKE-SOCKS-3PK,23,12.0
2025-06-12,NIKE-SOCKS-3PK,25,12.0
2025-06-13,NIKE-SOCKS-3PK,30,12.0
2025-06-14,NIKE-SOCKS-3PK,23,12.0
2025-06-15,NIKE-SOCKS-3PK,33,12.0
2025-06-16,NIKE-SOCKS-3PK,21,12.0
2025-06-17,NIKE-SOCKS-3PK,28,12.0
2025-06-18,NIKE-SOCKS-3PK,22,12.0
2025-06-19,NIKE-SOCKS-3PK,28,12.0
2025-06-20,NIKE-SOCKS-3PK,26,12.0
2025-06-21,NIKE-SOCKS-3PK,33,12.0
2025-06-22,NIKE-SOCKS-3PK,26,12.0
2025-06-23,NIKE-SOCKS-3PK,19,12.0
2025-06-24,NIKE-SOCKS-3PK,20,12.0
2025-06-25,NIKE-SOCKS-3PK,35,9.6
2025-06-26,NIKE-SOCKS-3PK,20,12.0
2025-06-27,NIKE-SOCKS-3PK,25,12.0
2025-06-28,NIKE-SOCKS-3PK,24,12.0
2025-06-29,NIKE-SOCKS-3PK,16,12.0
2025-01-01,LEGO-CITY-60321,29,60.0
2025-01-02,LEGO-CITY-60321,36,60.0
2025-01-03,LEGO-CITY-60321,45,60.0
2025-01-04,LEGO-CITY-60321,45,60.0
2025-01-05,LEGO-CITY-60321,40,60.0
2025-01-06,LEGO-CITY-60321,33,60.0
2025-01-07,LEGO-CITY-60321,32,60.0
2025-01-08,LEGO-CITY-60321,43,48.0
2025-01-09,LEGO-CITY-60321,50,60.0
2025-01-10,LEGO-CITY-60321,51,60.0
2025-01-11,LEGO-CITY-60321,40,60.0
2025-01-12,LEGO-CITY-60321,39,60.0
2025-01-13,LEGO-CITY-60321,34,60.0
2025-01-14,LEGO-CITY-60321,32,60.0
2025-01-15,LEGO-CITY-60321,33,60.0
2025-01-16,LEGO-CITY-60321,52,60.0
2025-01-17,LEGO-CITY-60321,43,60.0
2025-01-18,LEGO-CITY-60321,46,60.0
2025-01-19,LEGO-CITY-60321,38,60.0
2025-01-20,LEGO-CITY-60321,36,60.0
2025-01-21,LEGO-CITY-60321,40,60.0
2025-01-22,LEGO-CITY-60321,38,60.0
2025-01-23,LEGO-CITY-60321,49,60.0
2025-01-24,LEGO-CITY-60321,41,60.0
2025-01-25,LEGO-CITY-60321,46,60.0
2025-01-26,LEGO-CITY-60321,45,60.0
2025-01-27,LEGO-CITY-60321,38,60.0
2025-01-28,LEGO-CITY-60321,31,60.0
2025-01-29,LEGO-CITY-60321,33,60.0
2025-01-30,LEGO-CITY-60321,40,60.0
2025-01-31,LEGO-CITY-60321,41,60.0
2025-02-01,LEGO-CITY-60321,45,60.0
2025-02-02,LEGO-CITY-60321,38,60.0
2025-02-03,LEGO-CITY-60321,32,60.0
2025-02-04,LEGO-CITY-60321,29,60.0
2025-02-05,LEGO-CITY-60321,35,60.0
2025-02-06,LEGO-CITY-60321,42,60.0
2025-02-07,LEGO-CITY-60321,48,60.0
2025-02-08,LEGO-CITY-60321,45,60.0
2025-02-09,LEGO-CITY-60321,42,60.0
2025-02-10,LEGO-CITY-60321,40,60.0
2025-02-11,LEGO-CITY-60321,36,60.0
2025-02-12,LEGO-CITY-60321,31,60.0
2025-02-13,LEGO-CITY-60321,41,60.0
2025-02-14,LEGO-CITY-60321,38,60.0
2025-02-15,LEGO-CITY-60321,44,60.0
2025-02-16,LEGO-CITY-60321,32,60.0
2025-02-17,LEGO-CITY-60321,35,60.0
2025-02-18,LEGO-CITY-60321,35,60.0
2025-02-19,LEGO-CITY-60321,55,48.0
2025-02-20,LEGO-CITY-60321,42,60.0
2025-02-21,LEGO-CITY-60321,57,60.0
2025-02-22,LEGO-CITY-60321,41,60.0
2025-02-23,LEGO-CITY-60321,43,60.0
2025-02-24,LEGO-CITY-60321,33,60.0
2025-02-25,LEGO-CITY-60321,30,60.0
2025-02-26,LEGO-CITY-60321,35,60.0
2025-02-27,LEGO-CITY-60321,35,60.0
2025-02-28,LEGO-CITY-60321,45,60.0
2025-03-01,LEGO-CITY-60321,35,60.0
2025-03-02,LEGO-CITY-60321,43,60.0
2025-03-03,LEGO-CITY-60321,35,60.0
2025-03-04,LEGO-CITY-60321,51,48.0
2025-03-05,LEGO-CITY-60321,32,60.0
2025-03-06,LEGO-CITY-60321,49,60.0
2025-03-07,LEGO-CITY-60321,69,48.0
2025-03-08,LEGO-CITY-60321,48,60.0
2025-03-09,LEGO-CITY-60321,38,60.0
2025-03-10,LEGO-CITY-60321,38,60.0
2025-03-11,LEGO-CITY-60321,34,60.0
2025-03-12,LEGO-CITY-60321,43,60.0
2025-03-13,LEGO-CITY-60321,50,48.0
2025-03-14,LEGO-CITY-60321,63,48.0
2025-03-15,LEGO-CITY-60321,50,60.0
2025-03-16,LEGO-CITY-60321,43,60.0
2025-03-17,LEGO-CITY-60321,39,60.0
2025-03-18,LEGO-CITY-60321,38,60.0
2025-03-19,LEGO-CITY-60321,38,60.0
2025-03-20,LEGO-CITY-60321,38,60.0
2025-03-21,LEGO-CITY-60321,47,60.0
2025-03-22,LEGO-CITY-60321,42,60.0
2025-03-23,LEGO-CITY-60321,38,60.0
2025-03-24,LEGO-CITY-60321,49,48.0
2025-03-25,LEGO-CITY-60321,34,60.0
2025-03-26,LEGO-CITY-60321,33,60.0
2025-03-27,LEGO-CITY-60321,45,60.0
2025-03-28,LEGO-CITY-60321,46,60.0
2025-03-29,LEGO-CITY-60321,49,60.0
2025-03-30,LEGO-CITY-60321,48,60.0
2025-03-31,LEGO-CITY-60321,38,60.0
2025-04-01,LEGO-CITY-60321,35,60.0
2025-04-02,LEGO-CITY-60321,32,60.0
2025-04-03,LEGO-CITY-60321,42,60.0
2025-04-04,LEGO-CITY-60321,46,60.0
2025-04-05,LEGO-CITY-60321,45,60.0
2025-04-06,LEGO-CITY-60321,40,60.0
2025-04-07,LEGO-CITY-60321,33,60.0
2025-04-08,LEGO-CITY-60321,38,60.0
2025-04-09,LEGO-CITY-60321,53,48.0
2025-04-10,LEGO-CITY-60321,47,60.0
2025-04-11,LEGO-CITY-60321,42,60.0
2025-04-12,LEGO-CITY-60321,45,60.0
2025-04-13,LEGO-CITY-60321,45,60.0
2025-04-14,LEGO-CITY-60321,40,60.0
2025-04-15,LEGO-CITY-60321,30,60.0
2025-04-16,LEGO-CITY-60321,37,60.0
2025-04-17,LEGO-CITY-60321,41,60.0
2025-04-18,LEGO-CITY-60321,51,60.0
2025-04-19,LEGO-CITY-60321,46,60.0
2025-04-20,LEGO-CITY-60321,37,60.0
2025-04-21,LEGO-CITY-60321,49,48.0
2025-04-22,LEGO-CITY-60321,46,48.0
2025-04-23,LEGO-CITY-60321,38,60.0
2025-04-24,LEGO-CITY-60321,40,60.0
2025-04-25,LEGO-CITY-60321,46,60.0
2025-04-26,LEGO-CITY-60321,49,60.0
2025-04-27,LEGO-CITY-60321,49,60.0
2025-04-28,LEGO-CITY-60321,39,60.0
2025-04-29,LEGO-CITY-60321,42,60.0
2025-04-30,LEGO-CITY-60321,29,60.0
2025-05-01,LEGO-CITY-60321,45,60.0
2025-05-02,LEGO-CITY-60321,49,60.0
2025-05-03,LEGO-CITY-60321,46,60.0
2025-05-04,LEGO-CITY-60321,39,60.0
2025-05-05,LEGO-CITY-60321,26,60.0
2025-05-06,LEGO-CITY-60321,30,60.0
2025-05-07,LEGO-CITY-60321,37,60.0
2025-05-08,LEGO-CITY-60321,44,60.0
2025-05-09,LEGO-CITY-60321,41,60.0
2025-05-10,LEGO-CITY-60321,44,60.0
2025-05-11,LEGO-CITY-60321,39,60.0
2025-05-12,LEGO-CITY-60321,35,60.0
2025-05-13,LEGO-CITY-60321,35,60.0
2025-05-14,LEGO-CITY-60321,40,60.0
2025-05-15,LEGO-CITY-60321,41,60.0
2025-05-16,LEGO-CITY-60321,62,48.0
2025-05-17,LEGO-CITY-60321,40,60.0
2025-05-18,LEGO-CITY-60321,38,60.0
2025-05-19,LEGO-CITY-60321,32,60.0
2025-05-20,LEGO-CITY-60321,36,60.0
2025-05-21,LEGO-CITY-60321,47,60.0
2025-05-22,LEGO-CITY-60321,51,60.0
2025-05-23,LEGO-CITY-60321,42,60.0
2025-05-24,LEGO-CITY-60321,46,60.0
2025-05-25,LEGO-CITY-60321,40,60.0
2025-05-26,LEGO-CITY-60321,28,60.0
2025-05-27,LEGO-CITY-60321,26,60.0
2025-05-28,LEGO-CITY-60321,49,48.0
2025-05-29,LEGO-CITY-60321,42,60.0
2025-05-30,LEGO-CITY-60321,39,60.0
2025-05-31,LEGO-CITY-60321,39,60.0
2025-06-01,LEGO-CITY-60321,35,60.0
2025-06-02,LEGO-CITY-60321,31,60.0
2025-06-03,LEGO-CITY-60321,29,60.0
2025-06-04,LEGO-CITY-60321,37,60.0
